0	1071931	1651
1	1316636	4063
2	1248740	5790
3	1315154	8143
4	1285033	9961
5	1310246	12207
6	1307771	14237
7	1296667	16157
8	1285406	18047
9	1296117	20251
10	1273544	21923
11	1290096	24265
12	1269277	25903
13	1289553	28386
14	1274403	30104
15	1265596	31939
16	1272966	34187
17	1259378	35868
18	1272450	38314
19	1258314	39946
20	1246241	41607
21	1257410	44049
22	1245743	45697
23	1254237	48085
24	1244384	49775
25	1235716	51488
26	1244271	53925
27	1235554	55619
28	1243818	58084
29	1233357	59678
30	1225197	61358
31	1232455	63816
32	1224521	65493
33	1229780	67877
34	1222086	69549
35	1214350	71199
36	1219431	73603
37	1211962	75252
38	1209787	77220
39	1209159	79289
40	1201930	80918
41	1206426	83338
42	1200342	85032
43	1194935	86761
44	1198854	89171
45	1192082	90787
46	1195641	93192
47	1189727	94861
48	1183398	96483
49	1186326	98860
50	1180664	100524
51	1183839	102942
52	1177719	104554
53	1171692	106160
54	1174718	108587
55	1168928	110202
56	1163210	111809
57	1165266	114164
58	1160122	115815
59	1162404	118210
60	1157027	119827
61	1151741	121442
62	1153223	123770
63	1147915	125369
64	1143031	127003
65	1145043	129405
66	1140614	131082
67	1135949	132722
68	1138042	135154
69	1133565	136809
70	1135342	139221
71	1130981	140883
72	1126990	142582
73	1128983	145043
74	1124295	146647
75	1125955	149081
76	1121929	150765
77	1118096	152467
78	1119931	154946
79	1116025	156635
80	1116980	159007
81	1113071	160689
82	1109260	162378
83	1110290	164778
84	1106117	166406
85	1103443	168255
86	1102600	170384
87	1098154	171952
88	1099275	174394
89	1095332	176035
90	1091512	177688
91	1092122	180063
92	1088471	181737
93	1089275	184158
94	1085534	185812
95	1082000	187494
96	1082605	189896
97	1078877	191539
98	1078917	193852
99	1070147	194572
100	1066865	196272
101	1063849	198015
102	1064188	200386
103	1060508	202001
104	1061006	204414
105	1057331	206024
106	1053813	207657
107	1054622	210146
108	1051531	211861
109	1051508	214196
110	1048068	215836
111	1044596	217462
112	1044667	219827
113	1041328	221476
114	1040679	223697
115	1038270	225541
116	1035226	227244
117	1035273	229628
118	1032335	231351
119	1030697	233365
120	1029417	235462
121	1026284	237133
122	1018881	237803
123	1019280	240286
124	1016297	241975
125	1016338	244386
126	1013066	246002
127	1008012	247175
128	1007854	249545
129	1004870	251217
130	1001837	252872
131	1001889	255307
132	998883	256966
133	998727	259359
134	995527	260963
135	992616	262637
136	989592	264277
137	986782	265968
138	986585	268366
139	983755	270050
140	983478	272436
141	980570	274096
142	977776	275782
143	977615	278214
144	974806	279894
145	974479	282289
146	971445	283901
147	968451	285519
148	968046	287902
149	965092	289527
150	963510	291563
151	962041	293635
152	959370	295339
153	958729	297669
154	956104	299386
155	953179	301004
156	952882	303453
157	952998	306044
158	949991	307634
159	948208	309619
160	948492	312284
161	945364	313829
162	943386	315753
163	940135	317247
164	936485	318598
165	932608	319861
166	928840	321151
167	927369	323232
168	923607	324510
169	920779	326109
170	917125	327408
171	913533	328719
172	909684	329927
173	905975	331176
174	902219	332396
175	898525	333629
176	894965	334902
177	891431	336175
178	887786	337396
179	884514	338750
180	881622	340242
181	879012	341838
182	876073	343300
183	873766	345006
184	871150	346586
185	867907	347911
186	864597	349200
187	861203	350446
188	858332	351897
189	855247	353254
190	852056	354559
191	849049	355933
192	846500	357493
193	843990	359066
194	840976	360418
195	838166	361851
196	835135	363182
197	832158	364529
198	829055	365813
199	826832	367481
200	824163	368946
201	821190	370268
202	818284	371614
203	815684	373093
204	812973	374515
205	810706	376138
206	808767	377911
207	806600	379576
208	804086	381074
209	801587	382575
210	799139	384096
211	796486	385513
212	794253	387130
213	791524	388500
214	788977	389954
215	786550	391462
216	784200	393005
217	780300	393762
218	777763	395197
219	775373	396702
220	772688	398051
221	769951	399367
222	767347	400745
223	765137	402325
224	763124	404006
225	760721	405479
226	758681	407141
227	756415	408679
228	754080	410176
229	751859	411732
230	749890	413424
231	747489	414874
232	745117	416336
233	743101	417994
234	740644	419401
235	738156	420784
236	736169	422450
237	733828	423910
238	731788	425541
239	729783	427190
240	727605	428735
241	725480	430309
242	723377	431893
243	720807	433194
244	718295	434524
245	715921	435932
246	713778	437477
247	711270	438793
248	708781	440115
249	706270	441419
250	703932	442824
251	701424	444118
252	698893	445390
253	696690	446867
254	694202	448155
255	691741	449456
256	689327	450781
257	687085	452214
258	684660	453521
259	682250	454833
260	679949	456212
261	677833	457712
262	675691	459191
263	673470	460611
264	671064	461901
265	668688	463205
266	666354	464534
267	663991	465836
268	661619	467127
269	659263	468423
270	656878	469694
271	654513	470972
272	652191	472276
273	649881	473583
274	647553	474872
275	645304	476214
276	643015	477520
277	640716	478815
278	638434	480116
279	636176	481431
280	633867	482701
281	631609	484004
282	629361	485311
283	627109	486609
284	624865	487908
285	622771	489320
286	620616	490680
287	618367	491960
288	616113	493232
289	613870	494506
290	611740	495868
291	609594	497211
292	607371	498486
293	605137	499748
294	602963	501053
295	600829	502388
296	598636	503668
297	596448	504947
298	594399	506340
299	592230	507625
300	590048	508896
301	587957	510238
302	585955	511655
303	583965	513079
304	581872	514408
305	579816	515766
306	577809	517164
307	575834	518588
308	573817	519969
309	571766	521316
310	569786	522724
311	567695	524026
312	565559	525281
313	563577	526676
314	561485	527963
315	559390	529244
316	557311	530533
317	555298	531881
318	553281	533222
319	551234	534530
320	549386	536027
321	547442	537428
322	545467	538794
323	543418	540084
324	541567	541567
325	539653	542984
326	537604	544262
327	535747	545730
328	533765	547068
329	531771	548389
330	529837	549768
331	527883	551123
332	525869	552411
333	523846	553685
334	521818	554949
335	519922	556349
336	518049	557771
337	516025	559027
338	514105	560392
339	512248	561821
340	510236	563076
341	508364	564482
342	506365	565743
343	504439	567081
344	502544	568452
345	500608	569771
346	498732	571155
347	496857	572538
348	494938	573865
349	493026	575197
350	491060	576462
351	489205	577853
352	487292	579172
353	485471	580597
354	483531	581876
355	481586	583145
356	479659	584431
357	477749	585734
358	475836	587028
359	473922	588318
360	472027	589625
361	470183	590995
362	468287	592294
363	466466	593685
364	464637	595061
365	462817	596448
366	460953	597773
367	459158	599186
368	457280	600485
369	455440	601832
370	453538	603091
371	451660	604380
372	449786	605668
373	447932	606980
374	446095	608312
375	444246	609623
376	442437	610984
377	440586	612285
378	438738	613586
379	436894	614888
380	435083	616233
381	433208	617483
382	431356	618761
