383	429510	620045
384	427661	621320
385	425799	622570
386	423958	623848
387	422127	625135
388	420305	626431
389	418468	627702
390	416720	629103
391	415204	630853
392	413530	632364
393	411796	633780
394	410045	635168
395	408300	636562
396	406560	637961
397	404851	639408
398	403151	640865
399	401466	642346
400	399803	643859
401	398044	645216
402	396228	646478
403	394409	647729
404	392595	648984
405	390767	650211
406	389005	651543
407	387301	652970
408	385547	654311
409	383838	655723
410	382076	657043
411	380271	658284
412	378468	659525
413	376816	661026
414	375110	662429
415	373323	663685
416	371584	665023
417	369895	666450
418	368126	667728
419	366352	668990
420	364565	670226
421	362795	671490
422	361064	672819
423	359317	674117
424	357549	675371
425	355792	676641
426	354028	677892
427	352253	679119
428	350488	680360
429	348722	681593
430	346968	682846
431	345211	684088
432	343454	685325
433	341711	686586
434	339978	687863
435	338236	689116
436	336511	690401
437	334777	691662
438	333030	692891
439	331292	694136
440	329561	695389
441	327838	696656
442	326115	697917
443	324378	699146
444	322663	700415
445	320930	701642
446	319210	702892
447	317503	704165
448	315791	705424
449	314078	706675
450	312366	707925
451	310659	709181
452	308942	710411
453	307243	711676
454	305536	712919
455	303829	714156
456	302142	715436
457	300447	716692
458	298746	717929
459	297057	719191
460	295354	720415
461	293668	721675
462	291976	722914
463	290296	724180
464	288614	725437
465	286933	726689
466	285256	727948
467	283571	729183
468	281900	730448
469	280229	731710
470	278559	732970
471	276894	734236
472	275229	735500
473	273562	736754
474	271890	737987
475	270221	739227
476	268556	740472
477	266896	741724
478	265236	742971
479	263572	744204
480	261908	745433
481	260256	746689
482	258605	747941
483	256954	749192
484	255305	750443
485	253650	751671
486	251996	752896
487	250343	754121
488	248693	755349
489	247056	756610
490	245414	757852
491	243768	759075
492	242133	760331
493	240495	761568
494	238866	762831
495	237236	764087
496	235613	765359
497	233989	766622
498	232369	767896
499	230745	769152
500	229123	770409
501	227505	771675
502	225890	772944
503	224268	774186
504	222648	775430
505	221027	776667
506	219414	777925
507	217840	779316
508	216294	780806
509	214708	782153
510	213122	783494
511	211536	784832
512	209944	786142
513	208357	787467
514	206754	788730
515	205197	790163
516	203614	791493
517	202013	792750
518	200451	794155
519	198917	795671
520	197435	797395
521	195921	798991
522	194373	800451
523	192796	801790
524	191290	803420
525	189745	804889
526	188168	806216
527	186574	807469
528	184998	808793
529	183409	810060
530	181825	811338
531	180256	812682
532	178703	814094
533	177130	815412
534	175573	816796
535	173994	818079
536	172417	819363
537	170840	820645
538	169269	821947
539	167721	823357
540	166154	824674
541	164579	825943
542	163011	827244
543	161461	828632
544	159918	830054
545	158374	831463
546	156802	832725
547	155233	833998
548	153660	835243
549	152096	836532
550	150536	837836
551	148976	839133
552	147414	840413
553	145845	841651
554	144283	842921
555	142720	844178
556	141156	845422
557	139594	846668
558	138029	847896
559	136472	849160
560	134913	850410
561	133354	851652
562	131799	852907
563	130245	854167
564	128690	855410
565	127147	856732
566	125596	857991
567	124045	859243
568	122500	860525
569	120949	861768
570	119405	863042
571	117855	864270
572	116307	865511
573	114762	866755
574	113220	868020
575	111675	869257
576	110131	870490
577	108589	871729
578	107047	872962
579	105509	874224
580	103970	875458
581	102429	876677
582	100890	877894
583	99356	879154
584	97832	880490
585	96314	881881
586	94803	883324
587	93279	884651
588	91756	885974
589	90247	887435
590	88746	888969
591	87225	890304
592	85717	891767
593	84223	893369
594	82743	895133
595	81250	896765
596	79759	898420
597	78261	900001
598	76761	901571
599	75257	903093
600	73754	904621
601	72248	906112
602	70757	907804
603	69255	909353
604	67750	910869
605	66244	912365
606	64731	913766
607	63225	915258
608	61712	916658
609	60196	917997
610	58681	919338
611	57168	920717
612	55663	922215
613	54158	923707
614	52665	925405
615	51163	926964
616	49666	928614
617	48166	930211
618	46669	931882
619	45167	933458
620	43656	934849
621	42145	936225
622	40634	937606
623	39123	938973
624	37613	940337
625	36105	941745
626	34595	943106
627	33090	944572
628	31581	945936
629	30072	947286
630	28564	948630
631	27056	949986
632	25549	951336
633	24042	952692
634	22538	954112
635	21034	955563
636	19531	957058
637	18028	958526
638	16529	960219
639	15027	961779
640	13524	963229
641	12019	964571
642	10517	966077
643	9013	967448
644	7510	968822
645	6008	970332
646	4505	971752
647	3003	973079
648	1501	974345
649	0	975824
